Question_id;Description;Rating;Human_component_id;Human_component;Behavior_id;Behavior;Answer_id;Answers;Answer_value
R16;Das Tool muss es Benutzern ermöglichen, ein Anforderungsmanagement-Informationsmodell (RMI) frei zu definieren.;2;3;Projektmanager, Wirtschaftsanalyst;1;Informationsmodell;586;Ist mit Editor hinzuzufügen;1
R16;Das Tool muss es Benutzern ermöglichen, ein Anforderungsmanagement-Informationsmodell (RMI) frei zu definieren.;2;3;Projektmanager, Wirtschaftsanalyst;1;Informationsmodell;587;Ist einfach hinzuzufügen;2
R16;Das Tool muss es Benutzern ermöglichen, ein Anforderungsmanagement-Informationsmodell (RMI) frei zu definieren.;2;3;Projektmanager, Wirtschaftsanalyst;1;Informationsmodell;588;Ist gleich verfügbar;3
R16.1;Der RMI muss während des Projekts veränderbar sein.;2;3;Projektmanager, Wirtschaftsanalyst;1;Informationsmodell;589;Ist nicht realisierbar;0
R16.1;Der RMI muss während des Projekts veränderbar sein.;2;3;Projektmanager, Wirtschaftsanalyst;1;Informationsmodell;590;Ist mit Editor hinzuzufügen;1
R16.1;Der RMI muss während des Projekts veränderbar sein.;2;3;Projektmanager, Wirtschaftsanalyst;1;Informationsmodell;591;Ist einfach hinzuzufügen;2
R16.1;Der RMI muss während des Projekts veränderbar sein.;2;3;Projektmanager, Wirtschaftsanalyst;1;Informationsmodell;592;Ist gleich verfügbar;3
R16.2;Das Tool muss eine grafische Oberfläche zum Definieren und Konfigurieren des Anforderungsmanagement-Informationsmodells (RMI) bereitstellen.;2;3;Projektmanager, Wirtschaftsanalyst;1;Informationsmodell;593;Ist nicht realisierbar;0
R16.2;Das Tool muss eine grafische Oberfläche zum Definieren und Konfigurieren des Anforderungsmanagement-Informationsmodells (RMI) bereitstellen.;2;3;Projektmanager, Wirtschaftsanalyst;1;Informationsmodell;594;Ist mit Editor hinzuzufügen;1
R16.2;Das Tool muss eine grafische Oberfläche zum Definieren und Konfigurieren des Anforderungsmanagement-Informationsmodells (RMI) bereitstellen.;2;3;Projektmanager, Wirtschaftsanalyst;1;Informationsmodell;595;Ist einfach hinzuzufügen;2
R16.2;Das Tool muss eine grafische Oberfläche zum Definieren und Konfigurieren des Anforderungsmanagement-Informationsmodells (RMI) bereitstellen.;2;3;Projektmanager, Wirtschaftsanalyst;1;Informationsmodell;596;Ist gleich verfügbar;3
R16.3;Das Tool muss Projektvorlagen enthalten, die den Standard-RE-Praktiken entsprechen.;2;3;Projektmanager, Wirtschaftsanalyst;1;Informationsmodell;597;Ist nicht realisierbar;0
R16.3;Das Tool muss Projektvorlagen enthalten, die den Standard-RE-Praktiken entsprechen.;2;3;Projektmanager, Wirtschaftsanalyst;1;Informationsmodell;598;Ist mit Editor hinzuzufügen;1
R16.3;Das Tool muss Projektvorlagen enthalten, die den Standard-RE-Praktiken entsprechen.;2;3;Projektmanager, Wirtschaftsanalyst;1;Informationsmodell;599;Ist einfach hinzuzufügen;2
R16.3;Das Tool muss Projektvorlagen enthalten, die den Standard-RE-Praktiken entsprechen.;2;3;Projektmanager, Wirtschaftsanalyst;1;Informationsmodell;600;Ist gleich verfügbar;3
R16.3.1;Das Tool muss Anforderungsmanagement-Informationsmodelle (RMIs) unterstützen, die auf Standard-RE-Vorlagen wie MIL-STD-490, DoD-2167A, INCOSE, Volere oder IEEE 830-1998 basieren.;2;8;Projektmanager;1;Informationsmodell;601;Ist nicht realisierbar;0
R16.3.1;Das Tool muss Anforderungsmanagement-Informationsmodelle (RMIs) unterstützen, die auf Standard-RE-Vorlagen wie MIL-STD-490, DoD-2167A, INCOSE, Volere oder IEEE 830-1998 basieren.;2;8;Projektmanager;1;Informationsmodell;602;Ist mit Editor hinzuzufügen;1
R16.3.1;Das Tool muss Anforderungsmanagement-Informationsmodelle (RMIs) unterstützen, die auf Standard-RE-Vorlagen wie MIL-STD-490, DoD-2167A, INCOSE, Volere oder IEEE 830-1998 basieren.;2;8;Projektmanager;1;Informationsmodell;603;Ist einfach hinzuzufügen;2
R16.3.1;Das Tool muss Anforderungsmanagement-Informationsmodelle (RMIs) unterstützen, die auf Standard-RE-Vorlagen wie MIL-STD-490, DoD-2167A, INCOSE, Volere oder IEEE 830-1998 basieren.;2;8;Projektmanager;1;Informationsmodell;604;Ist gleich verfügbar;3
R17;Das Tool muss die Organisation von Katalogelementen in einer baumartigen Struktur unterstützen, wobei Nicht-Blattelemente als Container für Blattelemente dienen.;1;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;1;Informationsmodell;605;Ist nicht realisierbar;0
R17;Das Tool muss die Organisation von Katalogelementen in einer baumartigen Struktur unterstützen, wobei Nicht-Blattelemente als Container für Blattelemente dienen.;1;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;1;Informationsmodell;606;Ist mit Editor hinzuzufügen;1
R17;Das Tool muss die Organisation von Katalogelementen in einer baumartigen Struktur unterstützen, wobei Nicht-Blattelemente als Container für Blattelemente dienen.;1;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;1;Informationsmodell;607;Ist einfach hinzuzufügen;2
R17;Das Tool muss die Organisation von Katalogelementen in einer baumartigen Struktur unterstützen, wobei Nicht-Blattelemente als Container für Blattelemente dienen.;1;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;1;Informationsmodell;608;Ist gleich verfügbar;3
R17.1;Das Tool muss zwischen Blatt- und Nicht-Blattelementen im Katalog unterscheiden und für jeden Typ spezifische Eigenschaften bereitstellen.;1;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;1;Informationsmodell;609;Ist nicht realisierbar;0
R17.1;Das Tool muss zwischen Blatt- und Nicht-Blattelementen im Katalog unterscheiden und für jeden Typ spezifische Eigenschaften bereitstellen.;1;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;1;Informationsmodell;610;Ist mit Editor hinzuzufügen;1
R17.1;Das Tool muss zwischen Blatt- und Nicht-Blattelementen im Katalog unterscheiden und für jeden Typ spezifische Eigenschaften bereitstellen.;1;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;1;Informationsmodell;611;Ist einfach hinzuzufügen;2
R17.1;Das Tool muss zwischen Blatt- und Nicht-Blattelementen im Katalog unterscheiden und für jeden Typ spezifische Eigenschaften bereitstellen.;1;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;1;Informationsmodell;612;Ist gleich verfügbar;3
R18;Das Tool muss Mechanismen zum Erstellen und Verwenden von Vorlagen für Gruppen ähnlicher Anforderungen bereitstellen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;16;Erweiterbarkeit;613;Ist nicht realisierbar;0
R18;Das Tool muss Mechanismen zum Erstellen und Verwenden von Vorlagen für Gruppen ähnlicher Anforderungen bereitstellen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;16;Erweiterbarkeit;614;Ist mit Editor hinzuzufügen;1
R18;Das Tool muss Mechanismen zum Erstellen und Verwenden von Vorlagen für Gruppen ähnlicher Anforderungen bereitstellen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;16;Erweiterbarkeit;615;Ist einfach hinzuzufügen;2
R18;Das Tool muss Mechanismen zum Erstellen und Verwenden von Vorlagen für Gruppen ähnlicher Anforderungen bereitstellen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;16;Erweiterbarkeit;616;Ist gleich verfügbar;3
R18.1;Vererbung und Wiederverwendung sollten für alle Klassen, Typen und Attribute verfügbar sein.;2;11;Entwickler, Tester, Wirtschaftsanalyst;1;Informationsmodell;617;Ist nicht realisierbar;0
R18.1;Vererbung und Wiederverwendung sollten für alle Klassen, Typen und Attribute verfügbar sein.;2;11;Entwickler, Tester, Wirtschaftsanalyst;1;Informationsmodell;618;Ist mit Editor hinzuzufügen;1
R18.1;Vererbung und Wiederverwendung sollten für alle Klassen, Typen und Attribute verfügbar sein.;2;11;Entwickler, Tester, Wirtschaftsanalyst;1;Informationsmodell;619;Ist einfach hinzuzufügen;2
R18.1;Vererbung und Wiederverwendung sollten für alle Klassen, Typen und Attribute verfügbar sein.;2;11;Entwickler, Tester, Wirtschaftsanalyst;1;Informationsmodell;620;Ist gleich verfügbar;3
R18.2;Das Tool muss es Benutzern ermöglichen, Katalogabschnitte mit geringfügigen Änderungen wiederzuverwenden.;3;3;Projektmanager, Wirtschaftsanalyst;16;Erweiterbarkeit;621;Ist nicht realisierbar;0
R18.2;Das Tool muss es Benutzern ermöglichen, Katalogabschnitte mit geringfügigen Änderungen wiederzuverwenden.;3;3;Projektmanager, Wirtschaftsanalyst;16;Erweiterbarkeit;622;Ist mit Editor hinzuzufügen;1
R18.2;Das Tool muss es Benutzern ermöglichen, Katalogabschnitte mit geringfügigen Änderungen wiederzuverwenden.;3;3;Projektmanager, Wirtschaftsanalyst;16;Erweiterbarkeit;623;Ist einfach hinzuzufügen;2
R18.2;Das Tool muss es Benutzern ermöglichen, Katalogabschnitte mit geringfügigen Änderungen wiederzuverwenden.;3;3;Projektmanager, Wirtschaftsanalyst;16;Erweiterbarkeit;624;Ist gleich verfügbar;3
R19;Das Tool muss verschiedene Ansichten derselben Daten unterstützen, sodass Benutzer eine frei definierte Sammlung von Daten aus mehreren Projekten oder Teilprojekten in einer konfigurierbaren Darstellung anzeigen und bearbeiten können.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;7;Ansichten;625;Ist nicht realisierbar;0
R19;Das Tool muss verschiedene Ansichten derselben Daten unterstützen, sodass Benutzer eine frei definierte Sammlung von Daten aus mehreren Projekten oder Teilprojekten in einer konfigurierbaren Darstellung anzeigen und bearbeiten können.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;7;Ansichten;626;Ist mit Editor hinzuzufügen;1
R19;Das Tool muss verschiedene Ansichten derselben Daten unterstützen, sodass Benutzer eine frei definierte Sammlung von Daten aus mehreren Projekten oder Teilprojekten in einer konfigurierbaren Darstellung anzeigen und bearbeiten können.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;7;Ansichten;627;Ist einfach hinzuzufügen;2
R19;Das Tool muss verschiedene Ansichten derselben Daten unterstützen, sodass Benutzer eine frei definierte Sammlung von Daten aus mehreren Projekten oder Teilprojekten in einer konfigurierbaren Darstellung anzeigen und bearbeiten können.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;7;Ansichten;628;Ist gleich verfügbar;3
R19.1;Das Tool muss es ermöglichen, Ansichten sowohl zentral als auch benutzerspezifisch zu definieren.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;7;Ansichten;629;Ist nicht realisierbar;0
R19.1;Das Tool muss es ermöglichen, Ansichten sowohl zentral als auch benutzerspezifisch zu definieren.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;7;Ansichten;630;Ist mit Editor hinzuzufügen;1
R19.1;Das Tool muss es ermöglichen, Ansichten sowohl zentral als auch benutzerspezifisch zu definieren.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;7;Ansichten;631;Ist einfach hinzuzufügen;2
R19.1;Das Tool muss es ermöglichen, Ansichten sowohl zentral als auch benutzerspezifisch zu definieren.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;7;Ansichten;632;Ist gleich verfügbar;3
R19.1.1;Das Tool muss die Zuordnung vordefinierter Ansichten zu Benutzerrollen ermöglichen.;4;8;Projektmanager;9;Benutzer, Rollen und Rechte;633;Ist nicht realisierbar;0
R19.1.1;Das Tool muss die Zuordnung vordefinierter Ansichten zu Benutzerrollen ermöglichen.;4;8;Projektmanager;9;Benutzer, Rollen und Rechte;634;Ist mit Editor hinzuzufügen;1
R19.1.1;Das Tool muss die Zuordnung vordefinierter Ansichten zu Benutzerrollen ermöglichen.;4;8;Projektmanager;9;Benutzer, Rollen und Rechte;635;Ist einfach hinzuzufügen;2
R19.1.1;Das Tool muss die Zuordnung vordefinierter Ansichten zu Benutzerrollen ermöglichen.;4;8;Projektmanager;9;Benutzer, Rollen und Rechte;636;Ist gleich verfügbar;3
R19.1.1.1;Das Tool muss es ermöglichen, die Zuordnung vordefinierter Ansichten zu Benutzerrollen im Laufe eines Projekts zu ändern.;4;8;Projektmanager;9;Benutzer, Rollen und Rechte;637;Ist nicht realisierbar;0
R19.1.1.1;Das Tool muss es ermöglichen, die Zuordnung vordefinierter Ansichten zu Benutzerrollen im Laufe eines Projekts zu ändern.;4;8;Projektmanager;9;Benutzer, Rollen und Rechte;638;Ist mit Editor hinzuzufügen;1
R19.1.1.1;Das Tool muss es ermöglichen, die Zuordnung vordefinierter Ansichten zu Benutzerrollen im Laufe eines Projekts zu ändern.;4;8;Projektmanager;9;Benutzer, Rollen und Rechte;639;Ist einfach hinzuzufügen;2
R19.1.1.1;Das Tool muss es ermöglichen, die Zuordnung vordefinierter Ansichten zu Benutzerrollen im Laufe eines Projekts zu ändern.;4;8;Projektmanager;9;Benutzer, Rollen und Rechte;640;Ist gleich verfügbar;3
R19.1.2;Das Tool muss es ermöglichen, vordefinierte Ansichten im Laufe eines Projekts zu ändern.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;7;Ansichten;641;Ist nicht realisierbar;0
R19.1.2;Das Tool muss es ermöglichen, vordefinierte Ansichten im Laufe eines Projekts zu ändern.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;7;Ansichten;642;Ist mit Editor hinzuzufügen;1
R19.1.2;Das Tool muss es ermöglichen, vordefinierte Ansichten im Laufe eines Projekts zu ändern.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;7;Ansichten;643;Ist einfach hinzuzufügen;2
R19.1.2;Das Tool muss es ermöglichen, vordefinierte Ansichten im Laufe eines Projekts zu ändern.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;7;Ansichten;644;Ist gleich verfügbar;3
R19.2;Diese Ansichten müssen frei konfigurierbar sein, einschließlich komplexer Filter für Objekte, Beziehungen und Attribute.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;7;Ansichten;645;Ist nicht realisierbar;0
R19.2;Diese Ansichten müssen frei konfigurierbar sein, einschließlich komplexer Filter für Objekte, Beziehungen und Attribute.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;7;Ansichten;646;Ist mit Editor hinzuzufügen;1
R19.2;Diese Ansichten müssen frei konfigurierbar sein, einschließlich komplexer Filter für Objekte, Beziehungen und Attribute.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;7;Ansichten;647;Ist einfach hinzuzufügen;2
R19.2;Diese Ansichten müssen frei konfigurierbar sein, einschließlich komplexer Filter für Objekte, Beziehungen und Attribute.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;7;Ansichten;648;Ist gleich verfügbar;3
R19.2.1;Alle Benutzer müssen in der Lage sein, die Standardansichten anzupassen, ohne die Vorlage zu ändern.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;7;Ansichten;649;Ist nicht realisierbar;0
R19.2.1;Alle Benutzer müssen in der Lage sein, die Standardansichten anzupassen, ohne die Vorlage zu ändern.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;7;Ansichten;650;Ist mit Editor hinzuzufügen;1
R19.2.1;Alle Benutzer müssen in der Lage sein, die Standardansichten anzupassen, ohne die Vorlage zu ändern.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;7;Ansichten;651;Ist einfach hinzuzufügen;2
R19.2.1;Alle Benutzer müssen in der Lage sein, die Standardansichten anzupassen, ohne die Vorlage zu ändern.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;7;Ansichten;652;Ist gleich verfügbar;3
R19.3;Die Objekte müssen in der aktuellen Ansicht änderbar sein.;2;6;Entwickler, Tester;7;Ansichten;653;Ist nicht realisierbar;0
R19.3;Die Objekte müssen in der aktuellen Ansicht änderbar sein.;2;6;Entwickler, Tester;7;Ansichten;654;Ist mit Editor hinzuzufügen;1
R19.3;Die Objekte müssen in der aktuellen Ansicht änderbar sein.;2;6;Entwickler, Tester;7;Ansichten;655;Ist einfach hinzuzufügen;2
R19.3;Die Objekte müssen in der aktuellen Ansicht änderbar sein.;2;6;Entwickler, Tester;7;Ansichten;656;Ist gleich verfügbar;3
R19.4;Das Tool muss es Benutzern ermöglichen, Anforderungen dokumentenorientiert anzuzeigen, einschließlich fortlaufender Texte, Überschriften und Tabellen.;4;4;Tester, Wirtschaftsanalyst;15;Dokumentgenerierung;657;Ist nicht realisierbar;0
R19.4;Das Tool muss es Benutzern ermöglichen, Anforderungen dokumentenorientiert anzuzeigen, einschließlich fortlaufender Texte, Überschriften und Tabellen.;4;4;Tester, Wirtschaftsanalyst;15;Dokumentgenerierung;658;Ist mit Editor hinzuzufügen;1
R19.4;Das Tool muss es Benutzern ermöglichen, Anforderungen dokumentenorientiert anzuzeigen, einschließlich fortlaufender Texte, Überschriften und Tabellen.;4;4;Tester, Wirtschaftsanalyst;15;Dokumentgenerierung;659;Ist einfach hinzuzufügen;2
R19.4;Das Tool muss es Benutzern ermöglichen, Anforderungen dokumentenorientiert anzuzeigen, einschließlich fortlaufender Texte, Überschriften und Tabellen.;4;4;Tester, Wirtschaftsanalyst;15;Dokumentgenerierung;660;Ist gleich verfügbar;3
R19.5;Das Tool muss es Benutzern ermöglichen, Anforderungen informationsmodellorientiert anzuzeigen, beispielsweise in Tabellen oder Formularen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;7;Ansichten;661;Ist nicht realisierbar;0
R19.5;Das Tool muss es Benutzern ermöglichen, Anforderungen informationsmodellorientiert anzuzeigen, beispielsweise in Tabellen oder Formularen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;7;Ansichten;662;Ist mit Editor hinzuzufügen;1
R19.5;Das Tool muss es Benutzern ermöglichen, Anforderungen informationsmodellorientiert anzuzeigen, beispielsweise in Tabellen oder Formularen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;7;Ansichten;663;Ist einfach hinzuzufügen;2
R19.5;Das Tool muss es Benutzern ermöglichen, Anforderungen informationsmodellorientiert anzuzeigen, beispielsweise in Tabellen oder Formularen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;7;Ansichten;664;Ist gleich verfügbar;3
R19.6;Das Tool muss grafische Ansichten der Anforderungen bereitstellen, einschließlich Systemarchitektur, Analysediagrammen und Tabellen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;7;Ansichten;665;Ist nicht realisierbar;0
R19.6;Das Tool muss grafische Ansichten der Anforderungen bereitstellen, einschließlich Systemarchitektur, Analysediagrammen und Tabellen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;7;Ansichten;666;Ist mit Editor hinzuzufügen;1
R19.6;Das Tool muss grafische Ansichten der Anforderungen bereitstellen, einschließlich Systemarchitektur, Analysediagrammen und Tabellen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;7;Ansichten;667;Ist einfach hinzuzufügen;2
R19.6;Das Tool muss grafische Ansichten der Anforderungen bereitstellen, einschließlich Systemarchitektur, Analysediagrammen und Tabellen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;7;Ansichten;668;Ist gleich verfügbar;3
R19.6.1;Das Tool muss es Benutzern ermöglichen, grafische Darstellungen des Systems basierend auf den Anforderungen zu erstellen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;7;Ansichten;669;Ist nicht realisierbar;0
R19.6.1;Das Tool muss es Benutzern ermöglichen, grafische Darstellungen des Systems basierend auf den Anforderungen zu erstellen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;7;Ansichten;670;Ist mit Editor hinzuzufügen;1
R19.6.1;Das Tool muss es Benutzern ermöglichen, grafische Darstellungen des Systems basierend auf den Anforderungen zu erstellen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;7;Ansichten;671;Ist einfach hinzuzufügen;2
R19.6.1;Das Tool muss es Benutzern ermöglichen, grafische Darstellungen des Systems basierend auf den Anforderungen zu erstellen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;7;Ansichten;672;Ist gleich verfügbar;3
R19.6.2;Das Tool muss Tabellenansichten bereitstellen, um Anforderungen basierend auf Attributen wie Kosten und Wert zu sortieren und zu priorisieren.;4;8;Projektmanager;7;Ansichten;673;Ist nicht realisierbar;0
R19.6.2;Das Tool muss Tabellenansichten bereitstellen, um Anforderungen basierend auf Attributen wie Kosten und Wert zu sortieren und zu priorisieren.;4;8;Projektmanager;7;Ansichten;674;Ist mit Editor hinzuzufügen;1
R19.6.2;Das Tool muss Tabellenansichten bereitstellen, um Anforderungen basierend auf Attributen wie Kosten und Wert zu sortieren und zu priorisieren.;4;8;Projektmanager;7;Ansichten;675;Ist einfach hinzuzufügen;2
R19.6.2;Das Tool muss Tabellenansichten bereitstellen, um Anforderungen basierend auf Attributen wie Kosten und Wert zu sortieren und zu priorisieren.;4;8;Projektmanager;7;Ansichten;676;Ist gleich verfügbar;3
R19.7;Das Tool muss spezielle Ansichten für die Analyse unterstützen, beispielsweise die Abdeckung von Anforderungen durch Quellcode oder Testfälle.;2;6;Entwickler, Tester;6;Traceability;677;Ist nicht realisierbar;0
R19.7;Das Tool muss spezielle Ansichten für die Analyse unterstützen, beispielsweise die Abdeckung von Anforderungen durch Quellcode oder Testfälle.;2;6;Entwickler, Tester;6;Traceability;678;Ist mit Editor hinzuzufügen;1
R19.7;Das Tool muss spezielle Ansichten für die Analyse unterstützen, beispielsweise die Abdeckung von Anforderungen durch Quellcode oder Testfälle.;2;6;Entwickler, Tester;6;Traceability;679;Ist einfach hinzuzufügen;2
R19.7;Das Tool muss spezielle Ansichten für die Analyse unterstützen, beispielsweise die Abdeckung von Anforderungen durch Quellcode oder Testfälle.;2;6;Entwickler, Tester;6;Traceability;680;Ist gleich verfügbar;3
R20;Das Tool muss Funktionalitäten zur Anforderungsanalyse bereitstellen.;5;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;14;Analysefunktionen;681;Ist nicht realisierbar;0
R20;Das Tool muss Funktionalitäten zur Anforderungsanalyse bereitstellen.;5;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;14;Analysefunktionen;682;Ist mit Editor hinzuzufügen;1
R20;Das Tool muss Funktionalitäten zur Anforderungsanalyse bereitstellen.;5;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;14;Analysefunktionen;683;Ist einfach hinzuzufügen;2
R20;Das Tool muss Funktionalitäten zur Anforderungsanalyse bereitstellen.;5;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;14;Analysefunktionen;684;Ist gleich verfügbar;3
R20.1;Das Tool muss die linguistische Analyse von Anforderungen unterstützen, um Unklarheiten, Inkonsistenzen oder unvollständige Definitionen zu identifizieren.;4;5;Wirtschaftsanalyst;14;Analysefunktionen;685;Ist nicht realisierbar;0
R20.1;Das Tool muss die linguistische Analyse von Anforderungen unterstützen, um Unklarheiten, Inkonsistenzen oder unvollständige Definitionen zu identifizieren.;4;5;Wirtschaftsanalyst;14;Analysefunktionen;686;Ist mit Editor hinzuzufügen;1
R20.1;Das Tool muss die linguistische Analyse von Anforderungen unterstützen, um Unklarheiten, Inkonsistenzen oder unvollständige Definitionen zu identifizieren.;4;5;Wirtschaftsanalyst;14;Analysefunktionen;687;Ist einfach hinzuzufügen;2
R20.1;Das Tool muss die linguistische Analyse von Anforderungen unterstützen, um Unklarheiten, Inkonsistenzen oder unvollständige Definitionen zu identifizieren.;4;5;Wirtschaftsanalyst;14;Analysefunktionen;688;Ist gleich verfügbar;3
R20.1.1;Das Tool muss die Beschreibungstexte der Anforderungen scannen, um Muster wie ungeeignete oder ungenaue Sprache und falsch verwendete Terminologie zu erkennen.;4;5;Wirtschaftsanalyst;14;Analysefunktionen;689;Ist nicht realisierbar;0
R20.1.1;Das Tool muss die Beschreibungstexte der Anforderungen scannen, um Muster wie ungeeignete oder ungenaue Sprache und falsch verwendete Terminologie zu erkennen.;4;5;Wirtschaftsanalyst;14;Analysefunktionen;690;Ist mit Editor hinzuzufügen;1
R20.1.1;Das Tool muss die Beschreibungstexte der Anforderungen scannen, um Muster wie ungeeignete oder ungenaue Sprache und falsch verwendete Terminologie zu erkennen.;4;5;Wirtschaftsanalyst;14;Analysefunktionen;691;Ist einfach hinzuzufügen;2
R20.1.1;Das Tool muss die Beschreibungstexte der Anforderungen scannen, um Muster wie ungeeignete oder ungenaue Sprache und falsch verwendete Terminologie zu erkennen.;4;5;Wirtschaftsanalyst;14;Analysefunktionen;692;Ist gleich verfügbar;3
R20.2;Das Tool muss die Verknüpfungsstruktur der Anforderungen analysieren, um Nachvollziehbarkeit und Vollständigkeit sicherzustellen.;4;4;Tester, Wirtschaftsanalyst;6;Traceability;693;Ist nicht realisierbar;0
R20.2;Das Tool muss die Verknüpfungsstruktur der Anforderungen analysieren, um Nachvollziehbarkeit und Vollständigkeit sicherzustellen.;4;4;Tester, Wirtschaftsanalyst;6;Traceability;694;Ist mit Editor hinzuzufügen;1
R20.2;Das Tool muss die Verknüpfungsstruktur der Anforderungen analysieren, um Nachvollziehbarkeit und Vollständigkeit sicherzustellen.;4;4;Tester, Wirtschaftsanalyst;6;Traceability;695;Ist einfach hinzuzufügen;2
R20.2;Das Tool muss die Verknüpfungsstruktur der Anforderungen analysieren, um Nachvollziehbarkeit und Vollständigkeit sicherzustellen.;4;4;Tester, Wirtschaftsanalyst;6;Traceability;696;Ist gleich verfügbar;3
R20.2.1;Das Tool muss es Benutzern ermöglichen, Inkonsistenzen in der Linkstruktur zu analysieren, beispielsweise Lücken in Rückverfolgbarkeitslinks zu finden.;4;5;Wirtschaftsanalyst ;6;Traceability;697;Ist nicht realisierbar;0
R20.2.1;Das Tool muss es Benutzern ermöglichen, Inkonsistenzen in der Linkstruktur zu analysieren, beispielsweise Lücken in Rückverfolgbarkeitslinks zu finden.;4;5;Wirtschaftsanalyst ;6;Traceability;698;Ist mit Editor hinzuzufügen;1
R20.2.1;Das Tool muss es Benutzern ermöglichen, Inkonsistenzen in der Linkstruktur zu analysieren, beispielsweise Lücken in Rückverfolgbarkeitslinks zu finden.;4;5;Wirtschaftsanalyst ;6;Traceability;699;Ist einfach hinzuzufügen;2
R20.2.1;Das Tool muss es Benutzern ermöglichen, Inkonsistenzen in der Linkstruktur zu analysieren, beispielsweise Lücken in Rückverfolgbarkeitslinks zu finden.;4;5;Wirtschaftsanalyst ;6;Traceability;700;Ist gleich verfügbar;3
R20.3;Das Tool muss den Projektfortschritt anhand der Anforderungen analysieren, um Einblicke in den Fertigstellungsstatus und die Meilensteine ​​zu geben.;5;12;Entwickler, Projektmanager, Tester;14;Analysefunktionen;701;Ist nicht realisierbar;0
R20.3;Das Tool muss den Projektfortschritt anhand der Anforderungen analysieren, um Einblicke in den Fertigstellungsstatus und die Meilensteine ​​zu geben.;5;12;Entwickler, Projektmanager, Tester;14;Analysefunktionen;702;Ist mit Editor hinzuzufügen;1
R20.3;Das Tool muss den Projektfortschritt anhand der Anforderungen analysieren, um Einblicke in den Fertigstellungsstatus und die Meilensteine ​​zu geben.;5;12;Entwickler, Projektmanager, Tester;14;Analysefunktionen;703;Ist einfach hinzuzufügen;2
R20.3;Das Tool muss den Projektfortschritt anhand der Anforderungen analysieren, um Einblicke in den Fertigstellungsstatus und die Meilensteine ​​zu geben.;5;12;Entwickler, Projektmanager, Tester;14;Analysefunktionen;704;Ist gleich verfügbar;3
